agent,mean_observations,std_observations,mean_final_entropy,mean_confidence,success_rate,mean_reward,std_reward,se_reward_pooled,mean_log_score,mean_brier,n_seeds,se_reward_seed_level,se_success_seed_level,N,time_s,seed_list,episodes_per_seed,git_sha,generated_utc
MyopicAgent,1.0,0.0,0.7219280948873621,0.7999999999999999,0.8028,-2.832,23.873076383239763,0.47746152766479527,-0.4965207993270522,0.31664000000000003,5,0.5441176343402223,0.00906862723900369,2,0.5040397644042969,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:18Z
PlanningAgent,2.9144,1.6387411754148364,0.3227569588973981,0.9411764705882353,0.9412,3.5576,14.202347772111482,0.28404695544222963,-0.22365283868413402,0.11068512110726647,5,0.3374032602095006,0.0050039984012786995,2,0.8309299945831299,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:19Z
InformationGainAgent,1.0,0.0,0.7219280948873621,0.7999999999999999,0.8028,-2.832,23.873076383239763,0.47746152766479527,-0.4965207993270522,0.31664000000000003,5,0.5441176343402223,0.00906862723900369,2,2.3586549758911133,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:21Z
EFEAgent,2.9144,1.6387411754148364,0.3227569588973981,0.9411764705882353,0.9412,3.5576,14.202347772111482,0.28404695544222963,-0.22365283868413402,0.11068512110726647,5,0.3374032602095006,0.0050039984012786995,2,11.779489040374756,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:33Z
MyopicAgent,2.0,0.0,1.4438561897747242,0.6400000000000002,0.6452,-13.288,28.70716036113639,0.5741432072227277,-0.998032258354136,0.5333760000000001,5,0.8765751536519841,0.014609585894199736,4,0.6785049438476562,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:34Z
PlanningAgent,5.8328,2.2469633196828114,0.6455139177947962,0.8858131487889274,0.8876,-2.5768,19.035086071778085,0.3807017214355617,-0.44508760639047606,0.2063226733396391,5,0.4280381291427201,0.006968500556073744,4,2.731588125228882,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:37Z
InformationGainAgent,2.0,0.0,1.4438561897747242,0.6400000000000002,0.6452,-13.288,28.70716036113639,0.5741432072227277,-0.998032258354136,0.5333760000000001,5,0.8765751536519841,0.014609585894199736,4,6.322666883468628,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:27:43Z
EFEAgent,5.8328,2.2469633196828114,0.6455139177947962,0.8858131487889274,0.8876,-2.5768,19.035086071778085,0.3807017214355617,-0.44508760639047606,0.2063226733396391,5,0.4280381291427201,0.006968500556073744,4,66.46057295799255,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:28:49Z
MyopicAgent,3.0,0.0,2.1657842846620863,0.5120000000000002,0.5112,-22.328,29.99247265565145,0.5998494531130291,-1.510634072270179,0.6874496,5,1.1895141865484418,0.019825236442474033,8,1.1032791137695312,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:28:51Z
PlanningAgent,8.7888,2.8008917437130627,0.9682708766921944,0.8337064929778142,0.8392,-8.4368,22.234127051899296,0.44468254103798593,-0.6532139482300675,0.28805541021964554,5,0.5366226234515276,0.008187795796183495,8,9.90635895729065,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:29:00Z
InformationGainAgent,3.0,0.0,2.1657842846620863,0.5120000000000002,0.5112,-22.328,29.99247265565145,0.5998494531130291,-1.510634072270179,0.6874496,5,1.1895141865484418,0.019825236442474033,8,13.043720006942749,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:29:14Z
EFEAgent,8.8272,2.8739763673349854,0.9682708766921944,0.8337064929778142,0.8408,-8.3792,22.176749251411938,0.44353498502823874,-0.6498868417633797,0.28559337073257046,5,0.4486199282243267,0.006621178142898745,8,211.05585384368896,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:32:45Z
MyopicAgent,4.0,0.0,2.8877123795494484,0.4096000000000001,0.4084,-29.496,29.49226990246766,0.5898453980493532,-1.9955099989638239,0.7862822399999999,5,1.014266237237541,0.016904437287292354,16,2.0534188747406006,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:32:47Z
PlanningAgent,11.6472,3.2582713453609107,1.2910278355895923,0.7846649345673544,0.7736,-15.2312,25.244328998014584,0.5048865799602917,-0.9345366323367889,0.39116612955751423,5,0.5765752682868042,0.009785703858180063,16,31.513983964920044,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:33:18Z
InformationGainAgent,4.0,0.0,2.8877123795494484,0.4096000000000001,0.4084,-29.496,29.49226990246766,0.5898453980493532,-1.9955099989638239,0.7862822399999999,5,1.014266237237541,0.016904437287292354,16,21.8353431224823,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:33:40Z
EFEAgent,11.6376,3.2865584187718313,1.2910278355895926,0.7846649345673544,0.7712,-15.3656,25.2837801097858,0.505675602195716,-0.9389727742923726,0.39462355942545163,5,0.4839778507328616,0.00778716893357272,16,322.25731897354126,42|123|456|789|1024,500,3cfd77b,2026-08-21T20:39:02Z
