num_tests_K,num_conditions_N,agent,success_rate,se_success_seed_level,mean_reward,se_reward_seed_level,mean_observations,planning_horizon,info_gain_weight,n_seeds,seed_list,episodes_per_seed,git_sha,generated_utc
1,8,Myopic,0.188,0.008602325267042627,-39.72,0.5161395160225576,1.0,,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:23:25Z
1,8,Planning,0.216,0.011661903789690602,-39.984,0.6413548159950154,2.944,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:23:26Z
1,8,Planning+IG,0.228,0.01067707825203131,-42.98,0.5916755867872191,6.66,3.0,100.0,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:23:50Z
1,8,EFE,0.216,0.011661903789690602,-39.984,0.6413548159950154,2.944,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:23:57Z
2,8,Myopic,0.332,0.015937377450509223,-32.08,0.9562426470305532,2.0,,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:24:04Z
2,8,Planning,0.438,0.020099751242241778,-29.656,1.2445465037514671,5.936,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:24:10Z
2,8,Planning+IG,0.49,0.017888543819998326,-33.764,1.098187597817422,13.164,3.0,100.0,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:28:22Z
2,8,EFE,0.432,0.015297058540778351,-29.984,0.8844071460588734,5.904,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:29:32Z
3,8,Myopic,0.498,0.02177154105707723,-23.12,1.3062924634246342,3.0,,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:29:55Z
3,8,Planning,0.828,0.009695359714832645,-9.212,0.5672600814441291,8.892,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:30:17Z
3,8,Planning+IG,0.98,0.003162277660168382,-10.716,0.16265300489077958,19.516,3.0,100.0,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:44:41Z
3,8,EFE,0.96,0.010488088481701503,-6.812,0.6263736903797925,14.412,3.0,,5,42|123|456|789|1024,100,ce773e1,2026-09-06T01:57:03Z
