instance,metric,agent_a,agent_b,mean_a,mean_b,diff,cohens_d_pooled,t_stat_pooled,p_pooled,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb_pooled,significant_hb_seed_level
Inspection-N8,Reward,Greedy,Planning (d=3),-114.3256,-17.8548,-96.4708,-1.9836399728185945,-70.13226381063635,0.0,5,7.583444834473926e-07,-30.96439218977465,True,True
Inspection-N8,Reward,Greedy,Plan+IG w=5 (d=3),-114.3256,-27.9822,-86.3434,-1.7719764884804297,-62.64882955538191,0.0,5,5.912498499686041e-07,-27.22291006630577,True,True
Inspection-N8,Reward,Greedy,EFE w=1 (d=3),-114.3256,-20.9516,-93.374,-1.915275240184646,-67.71520550866283,0.0,5,7.207716120450969e-07,-29.834534761133458,True,True
Inspection-N8,Reward,Planning (d=3),Plan+IG w=5 (d=3),-17.8548,-27.9822,10.127399999999998,0.5808115839386667,20.534790479736543,5.027093424580543e-90,5,8.468332504718393e-07,12.818172076825743,True,True
Inspection-N8,Reward,Planning (d=3),EFE w=1 (d=3),-17.8548,-20.9516,3.096799999999998,0.17689295797830412,6.254110506530292,4.331277489971412e-10,5,5.2792943724542366e-05,5.163959013361835,True,True
Inspection-N8,Reward,Plan+IG w=5 (d=3),EFE w=1 (d=3),-27.9822,-20.9516,-7.0306,-0.3957344164148153,-13.991324469790847,1.1627204938039947e-43,5,3.2781527878708114e-06,-8.327140687048649,True,True
Inspection-N8,Accuracy,Greedy,Planning (d=3),0.70715,0.7303,-0.023150000000000004,-0.14530630781129664,-5.137353780127383,2.892287368838431e-07,5,0.004577013564316708,-2.689146237138148,True,True
Inspection-N8,Accuracy,Greedy,Plan+IG w=5 (d=3),0.70715,0.9631,-0.25595,-2.087370189508629,-73.79968079241003,0.0,5,1.5435584065746135e-07,-33.241836648391846,True,True
Inspection-N8,Accuracy,Greedy,EFE w=1 (d=3),0.70715,0.91075,-0.2036,-1.526581666217747,-53.972812410881374,0.0,5,4.2038755578712485e-08,-24.831461084329643,True,True
Inspection-N8,Accuracy,Planning (d=3),Plan+IG w=5 (d=3),0.7303,0.9631,-0.2328,-1.9144248144746132,-67.68513841933986,0.0,5,1.0179196605324097e-09,-48.77465441784548,True,True
Inspection-N8,Accuracy,Planning (d=3),EFE w=1 (d=3),0.7303,0.91075,-0.18045,-1.3625344213323272,-48.17286644620885,0.0,5,5.791307638351043e-11,-32.55449333986229,True,True
Inspection-N8,Accuracy,Plan+IG w=5 (d=3),EFE w=1 (d=3),0.9631,0.91075,0.05235000000000001,0.6172758630290592,21.823997430531314,2.6870865362714685e-100,5,4.0944325537102165e-07,13.128591152914229,True,True
Inspection-N8,Tests,Greedy,Planning (d=3),0.0,12.6908,-12.6908,-13.100903314786452,-463.186878677741,0.0,5,1.0055103634584797e-09,-175.77689963066996,True,True
Inspection-N8,Tests,Greedy,Plan+IG w=5 (d=3),0.0,19.7112,-19.7112,-11.95918274325237,-422.82096076014454,0.0,5,1.3122434924770565e-10,-292.45618890303143,True,True
Inspection-N8,Tests,Greedy,EFE w=1 (d=3),0.0,15.5448,-15.5448,-8.45206947808714,-298.82578215076296,0.0,5,2.527881114915086e-09,-139.59304773698847,True,True
Inspection-N8,Tests,Planning (d=3),Plan+IG w=5 (d=3),12.6908,19.7112,-7.020400000000002,-3.6721526384005867,-129.83020160825637,0.0,5,4.959222435179599e-14,-71.0794025459901,True,True
Inspection-N8,Tests,Planning (d=3),EFE w=1 (d=3),12.6908,15.5448,-2.854000000000001,-1.3729847987069836,-48.54234308158775,0.0,5,6.6782111847009825e-09,-21.50477165773927,True,True
Inspection-N8,Tests,Plan+IG w=5 (d=3),EFE w=1 (d=3),19.7112,15.5448,4.166400000000001,1.6870458890079232,59.646079414519505,0.0,5,8.851118312162457e-10,32.00834680319957,True,True
